,n_word,n_firstSound,n_word_len,adj,adj_len,ncomp,ncomp_len,ncomp_lemma,ncomp_lemma_len,nmod,nmod_len,nmod_lemma,nmod_lemma_len,n_id,sen_id
1907.0,dating,Consonant,6,,0,,0,,0,,0,,0,5,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0081
1908.0,advice,Consonant,6,,0,dating,6,dating,6,,0,,0,6,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0081
1909.0,blog,Consonant,4,,0,,0,,0,,0,,0,7,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0081
1910.0,site,Consonant,4,,0,advice,6,advice,6,,0,,0,9,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0081
1911.0,dating,Consonant,6,,0,,0,,0,,0,,0,5,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0082
1912.0,advice,Consonant,6,,0,dating,6,dating,6,,0,,0,6,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0082
1913.0,time,Consonant,4,,0,,0,,0,,0,,0,11,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0083
1914.0,dog,Consonant,3,,0,,0,,0,,0,,0,5,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0084
1915.0,food,Consonant,4,,0,dog,3,dog,3,,0,,0,6,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0084
1916.0,info,Vowel,4,,0,food,4,food,4,,0,,0,7,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0084
1917.0,post,Consonant,4,,0,,0,,0,,0,,0,11,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0084
1918.0,House,Consonant,5,"Beautiful, NEW","9, 3",,0,,0,,0,,0,15,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0087
1919.0,Custom,Consonant,6,,0,,0,,0,,0,,0,18,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0087
1920.0,Specifications,Consonant,14,,0,,0,,0,,0,,0,23,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0087
1921.0,COST,Consonant,4,,0,,0,,0,,0,,0,28,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0087
1922.0,Look,Consonant,4,,0,,0,,0,,0,,0,13,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0090
1923.0,Catch,Consonant,5,Only,4,,0,,0,,0,,0,3,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0091
1924.0,Income,Vowel,6,,0,,0,,0,,0,,0,11,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0091
1925.0,Instructions,Vowel,12,Easy,4,,0,,0,,0,,0,24,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0091
1926.0,implications,Vowel,12,,0,,0,,0,situation,9,situation,9,4,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0001
1927.0,situation,Consonant,9,,0,,0,,0,,0,,0,9,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0001
1928.0,intelligence,Vowel,12,Indian,6,,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0001
1929.0,scrutiny,Consonant,8,,0,,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0001
1930.0,months,Consonant,6,recent,6,,0,,0,,0,,0,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0002
1931.0,fallibility,Consonant,11,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0002
1932.0,inability,Vowel,9,,0,,0,,0,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1933.0,advance,Consonant,7,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1934.0,assassination,Consonant,13,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1935.0,attempt,Consonant,7,,0,assassination,13,assassination,13,"leader, rally","6, 5","leader, rally","6, 5",9,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1936.0,leader,Consonant,6,"pro-India, political","9, 9",,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1937.0,minister,Consonant,8,"former, Bangladeshi, prime","6, 11, 5",,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1938.0,rally,Consonant,5,political,9,,0,,0,,0,,0,29,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1939.0,coup,Consonant,4,recent,6,,0,,0,,0,,0,37,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1940.0,government,Consonant,10,,0,,0,,0,,0,,0,45,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1941.0,monarchy,Consonant,8,"virtual, absolute","7, 8",,0,,0,,0,,0,51,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1942.0,examples,Consonant,8,glaring,7,,0,,0,failure,7,failure,7,55,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1943.0,intelligence,Vowel,12,,0,,0,,0,,0,,0,57,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1944.0,failure,Consonant,7,,0,intelligence,12,intelligence,12,,0,,0,58,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003
1945.0,Trouble,Consonant,7,,0,,0,,0,islands,7,island,6,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0004
1946.0,islands,Vowel,7,,0,,0,,0,,0,,0,5,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0004
1947.0,separatists,Consonant,11,Arakan,6,,0,,0,,0,,0,9,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0006
1948.0,part,Consonant,4,,0,,0,,0,group,5,group,5,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0006
1949.0,group,Consonant,5,,0,,0,,0,,0,,0,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0006
1950.0,end,Consonant,3,,0,,0,,0,,0,,0,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0006
1951.0,note,Consonant,4,,0,end,3,end,3,,0,,0,28,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0006
1952.0,members,Consonant,7,alleged,7,,0,,0,,0,,0,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0007
1953.0,wing,Consonant,4,military,8,,0,,0,,0,,0,11,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0007
1954.0,entry,Consonant,5,illegal,7,,0,,0,,0,,0,25,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0007
1955.0,news,Consonant,4,,0,,0,,0,rebels,6,rebel,5,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
1956.0,rebels,Consonant,6,Arakan,6,,0,,0,,0,,0,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
1957.0,tip,Consonant,3,,0,,0,,0,iceberg,7,iceberg,7,11,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
1958.0,iceberg,Vowel,7,,0,,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
1959.0,concern,Consonant,7,,0,,0,,0,security,8,security,8,20,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
1960.0,security,Consonant,8,,0,,0,,0,,0,,0,26,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0009
1961.0,Reports,Consonant,7,,0,,0,,0,,0,,0,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0010
1962.0,intelligence,Vowel,12,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0010
1963.0,community,Consonant,9,,0,intelligence,12,intelligence,12,,0,,0,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0010
1964.0,rebels,Consonant,6,,0,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0010
1965.0,arms,Consonant,4,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0011
1966.0,depot,Consonant,5,,0,arms,4,arm,3,,0,,0,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0011
1967.0,Information,Vowel,11,,0,,0,,0,,0,,0,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012
1968.0,direction,Consonant,9,,0,,0,,0,,0,,0,5,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012
1969.0,light,Consonant,5,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012
1970.0,tsunami,Consonant,7,,0,,0,,0,,0,,0,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012
1971.0,toll,Consonant,4,heavy,5,,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012
1972.0,Correspondents,Consonant,14,,0,,0,,0,,0,,0,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1973.0,tsunami,Consonant,7,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1974.0,story,Consonant,5,,0,,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1975.0,security,Consonant,8,,0,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1976.0,situation,Consonant,9,miserable,9,security,8,security,8,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1977.0,navy,Consonant,4,Indian,6,,0,,0,,0,,0,23,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1978.0,water,Consonant,5,blue,4,,0,,0,,0,,0,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1979.0,navy,Consonant,4,,0,water,5,water,5,,0,,0,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0013
1980.0,security,Consonant,8,,0,,0,,0,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0014
1981.0,Security,Consonant,8,,0,,0,,0,,0,,0,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1982.0,problems,Consonant,8,,0,Security,8,security,8,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1983.0,years,Consonant,5,"past, few","4, 3",,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1984.0,tandem,Consonant,6,,0,,0,,0,deterioration,13,deterioration,13,22,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1985.0,deterioration,Consonant,13,,0,,0,,0,situation,9,situation,9,25,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1986.0,security,Consonant,8,,0,,0,,0,,0,,0,28,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1987.0,situation,Consonant,9,,0,security,8,security,8,,0,,0,29,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1988.0,states,Consonant,6,"northeastern, Indian","12, 6",,0,,0,,0,,0,43,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0015
1989.0,army,Consonant,4,Indian,6,,0,,0,,0,,0,4,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1990.0,rock,Consonant,4,,0,,0,,0,,0,,0,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1991.0,front,Consonant,5,western,7,,0,,0,,0,,0,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1992.0,capability,Consonant,10,,0,,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1993.0,adventure,Consonant,9,Pakistani,9,,0,,0,sector,6,sector,6,24,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1994.0,sector,Consonant,6,,0,,0,,0,,0,,0,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1995.0,sector,Consonant,6,eastern,7,,0,,0,,0,,0,37,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1996.0,enemy,Consonant,5,,0,,0,,0,,0,,0,41,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1997.0,army,Consonant,4,national,8,,0,,0,,0,,0,46,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1998.0,multitude,Consonant,9,,0,,0,,0,militants,9,militant,8,49,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
1999.0,drug,Consonant,4,,0,,0,,0,,0,,0,55,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
2000.0,militants,Consonant,9,secessionist,12,,0,,0,,0,,0,58,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0016
2001.0,conduit,Consonant,7,major,5,,0,,0,traffic,7,traffic,7,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
2002.0,traffic,Consonant,7,,0,,0,,0,,0,,0,10,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
2003.0,islands,Vowel,7,large,5,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
2004.0,group,Consonant,5,,0,,0,,0,,0,,0,25,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
2005.0,transit,Consonant,7,,0,,0,,0,,0,,0,29,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
2006.0,base,Consonant,4,natural,7,transit,7,transit,7,,0,,0,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0017
2007.0,drugs,Consonant,5,,0,,0,,0,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0018
2008.0,arms,Consonant,4,,0,,0,,0,,0,,0,4,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0018
2009.0,directions,Consonant,10,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0018
2010.0,ones,Vowel,4,,0,,0,,0,,0,,0,20,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
2011.0,arms,Consonant,4,,0,,0,,0,,0,,0,30,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
2012.0,drugs,Consonant,5,,0,,0,,0,,0,,0,32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
2013.0,use,Vowel,3,own,3,,0,,0,,0,,0,36,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
2014.0,rebels,Consonant,6,,0,,0,,0,,0,,0,42,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
2015.0,coast,Consonant,5,east,4,,0,,0,,0,,0,50,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019
2016.0,news,Consonant,4,old,3,,0,,0,,0,,0,4,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0020
2017.0,network,Consonant,7,strong,6,,0,,0,,0,,0,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0020
2018.0,report,Consonant,6,recent,6,,0,,0,journalist,10,journalist,10,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2019.0,journalist,Consonant,10,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2020.0,official,Vowel,8,unnamed,7,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2021.0,foreigners,Consonant,10,,0,,0,,0,,0,,0,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2022.0,islands,Vowel,7,,0,,0,,0,,0,,0,34,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2023.0,ration,Consonant,6,,0,,0,,0,,0,,0,39,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2024.0,cards,Consonant,5,"fake, Indian","4, 6",ration,6,ration,6,,0,,0,40,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2025.0,citizens,Consonant,8,,0,,0,,0,,0,,0,43,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2026.0,resources,Consonant,9,natural,7,,0,,0,,0,,0,59,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0022
2027.0,foreigners,Consonant,10,,0,,0,,0,,0,,0,25,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0023
2028.0,estimate,Consonant,8,official,8,,0,,0,,0,,0,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0024
2029.0,foreigners,Consonant,10,,0,,0,,0,,0,,0,12,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0024
2030.0,figures,Consonant,7,unofficial,10,,0,,0,,0,,0,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0024
2031.0,number,Consonant,6,large,5,,0,,0,,0,,0,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0025
2032.0,millions,Consonant,8,,0,,0,,0,countrymen,10,countryman,10,11,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0025
2033.0,countrymen,Consonant,10,,0,,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0025
2034.0,homeland,Consonant,8,,0,,0,,0,,0,,0,20,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0025
2035.0,skills,Consonant,6,"few, technical","3, 9",,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
2036.0,demand,Consonant,6,little,6,,0,,0,,0,,0,15,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
2037.0,case,Consonant,4,,0,,0,,0,,0,,0,20,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
2038.0,smuggling,Consonant,9,,0,,0,,0,,0,,0,25,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
2039.0,activities,Consonant,10,"other, unlawful","5, 8",,0,,0,,0,,0,29,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0026
2040.0,presence,Consonant,8,,0,,0,,0,"area, guns","4, 4","area, gun","4, 3",2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
2041.0,area,Consonant,4,,0,,0,,0,,0,,0,9,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
2042.0,guns,Consonant,4,,0,,0,,0,,0,,0,11,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
2043.0,cash,Consonant,4,,0,,0,,0,,0,,0,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
2044.0,drugs,Consonant,5,,0,,0,,0,,0,,0,15,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
2045.0,situation,Consonant,9,,0,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0027
2046.0,Reports,Consonant,7,,0,,0,,0,,0,,0,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
2047.0,ground,Consonant,6,,0,,0,,0,,0,,0,17,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
2048.0,intelligence,Vowel,12,little,6,ground,6,ground,6,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
2049.0,surge,Consonant,5,,0,,0,,0,"migrants, islands","8, 7","migrant, island","7, 6",32,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
2050.0,migrants,Consonant,8,illegal,7,,0,,0,,0,,0,35,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
2051.0,islands,Vowel,7,,0,,0,,0,,0,,0,38,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0028
2052.0,officer,Vowel,7,"unnamed, naval","7, 5",,0,,0,,0,,0,4,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
2053.0,Arms,Consonant,4,,0,,0,,0,,0,,0,10,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
2054.0,smuggling,Consonant,9,,0,Arms,4,arm,3,,0,,0,11,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
2055.0,business,Consonant,8,profitable,10,,0,,0,,0,,0,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
2056.0,region,Consonant,6,,0,,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0029
2057.0,islands,Vowel,7,,0,,0,,0,,0,,0,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0030
2058.0,importance,Vowel,10,"huge, strategic","4, 9",,0,,0,,0,,0,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0030
2059.0,islands,Vowel,7,,0,,0,,0,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2060.0,sea,Consonant,3,,0,,0,,0,,0,,0,7,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2061.0,lanes,Consonant,5,vital,5,sea,3,sea,3,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2062.0,tankers,Consonant,7,,0,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2063.0,merchant,Consonant,8,,0,,0,,0,,0,,0,20,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2064.0,ships,Consonant,5,,0,merchant,8,merchant,8,,0,,0,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2065.0,oil,Vowel,3,,0,,0,,0,,0,,0,27,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0031
2066.0,Intelligence,Vowel,12,,0,,0,,0,,0,,0,1,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0032
2067.0,lapses,Consonant,6,,0,Intelligence,12,intelligence,12,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0032
2068.0,implications,Vowel,12,,0,,0,,0,situation,9,situation,9,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0033
2069.0,situation,Consonant,9,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0033
2070.0,intelligence,Vowel,12,Indian,6,,0,,0,,0,,0,13,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0033
2071.0,scrutiny,Consonant,8,,0,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0033
2072.0,months,Consonant,6,recent,6,,0,,0,,0,,0,3,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0034
2073.0,fallibility,Consonant,11,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0034
2074.0,inability,Vowel,9,,0,,0,,0,,0,,0,2,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2075.0,advance,Consonant,7,,0,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2076.0,assassination,Consonant,13,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2077.0,attempt,Consonant,7,,0,assassination,13,assassination,13,"leader, rally","6, 5","leader, rally","6, 5",9,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2078.0,leader,Consonant,6,"pro-India, political","9, 9",,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2079.0,minister,Consonant,8,"former, Bangladeshi, prime","6, 11, 5",,0,,0,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2080.0,rally,Consonant,5,political,9,,0,,0,,0,,0,29,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2081.0,coup,Consonant,4,recent,6,,0,,0,,0,,0,37,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2082.0,government,Consonant,10,,0,,0,,0,,0,,0,45,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2083.0,monarchy,Consonant,8,"virtual, absolute","7, 8",,0,,0,,0,,0,51,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2084.0,examples,Consonant,8,glaring,7,,0,,0,failure,7,failure,7,55,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2085.0,intelligence,Vowel,12,,0,,0,,0,,0,,0,57,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2086.0,failure,Consonant,7,,0,intelligence,12,intelligence,12,,0,,0,58,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0035
2087.0,power,Consonant,5,economic,8,,0,,0,,0,,0,6,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
2088.0,nations,Consonant,7,smaller,7,,0,,0,region,6,region,6,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
2089.0,region,Consonant,6,,0,,0,,0,,0,,0,17,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
2090.0,security,Consonant,8,regional,8,,0,,0,,0,,0,22,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0036
2091.0,security,Consonant,8,,0,,0,,0,,0,,0,8,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2092.0,nationals,Consonant,9,own,3,,0,,0,,0,,0,12,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2093.0,rebels,Consonant,6,,0,,0,,0,,0,,0,14,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2094.0,secessionists,Consonant,13,,0,,0,,0,,0,,0,16,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2095.0,drug,Consonant,4,,0,,0,,0,,0,,0,18,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2096.0,runners,Consonant,7,,0,drug,4,drug,4,,0,,0,19,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2097.0,arms,Consonant,4,,0,,0,,0,,0,,0,21,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
2098.0,traffickers,Consonant,11,,0,arms,4,arm,3,,0,,0,22,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0037
